46.0, 18.0, 733280.0, 44.0, 53651942.25665389, 497689.16429425206, 27
49.0, 23.0, 733280.0, 46.0, 252329963.75362176, 1420948.5127478603, 27
47.0, 16.0, 779592.0, 44.0, 45988609.391566604, 504579.19829700096, 27
48.0, 22.0, 733280.0, 46.0, 182712583.0187674, 1043268.1177812591, 26
48.0, 14.0, 733520.0, 45.0, 62132851.59595251, 8095575.052348086, 27
47.0, 14.0, 398088.0, 45.0, 62579905.27371532, 833820.1086699516, 26
49.0, 19.0, 735480.0, 44.0, 70971965.79991952, 764672.7274867912, 27
48.0, 26.0, 733640.0, 46.0, 73831074.58680566, 761971.6053070604, 28
46.0, 23.0, 733240.0, 44.0, 64072684.81616086, 1262361.8917810435, 28
48.0, 18.0, 733240.0, 45.0, 56081277.96010885, 965048.9955122366, 25
47.0, 26.0, 751440.0, 46.0, 123698368.53323051, 2046320.2715410094, 28
48.0, 15.0, 835920.0, 45.0, 271936325.564688, 383134.7556728629, 27
48.0, 15.0, 779656.0, 44.0, 92495411.84409864, 899912.4154679578, 25
49.0, 23.0, 733240.0, 45.0, 45650204.89983167, 2215615.258000391, 27
49.0, 23.0, 733280.0, 44.0, 483971947.77385145, 2509383.312702059, 29
47.0, 14.0, 778168.0, 44.0, 366177325.86515677, 4390120.501815834, 26
48.0, 17.0, 736608.0, 42.0, 678606635.5207481, 997197.5276062639, 24
46.0, 14.0, 745248.0, 45.0, 25358111.368157342, 641595.2315974879, 26
45.0, 26.0, 786384.0, 44.0, 127142843.77472472, 795946.9994933945, 28
47.0, 18.0, 734280.0, 43.0, 42875343.0768563, 648240.7912025452, 26
47.0, 14.0, 696720.0, 42.0, 395394948.40240276, 4558823.794761873, 26
48.0, 14.0, 787864.0, 44.0, 254740117.19884723, 427728.0836322259, 29
48.0, 19.0, 696720.0, 45.0, 49035447.59926296, 9017013.676608901, 28
48.0, 20.0, 733280.0, 43.0, 84669857.88031483, 9150055.698968215, 29
47.0, 23.0, 784888.0, 46.0, 68165657.02169374, 952755.4895701223, 28
48.0, 14.0, 733600.0, 45.0, 36624709.88895401, 411267.5391090056, 26
46.0, 14.0, 733240.0, 45.0, 33263416.91618667, 3626308.345040576, 27
49.0, 15.0, 733640.0, 43.0, 53491418.75527832, 484939.1474257118, 25
47.0, 30.0, 733240.0, 44.0, 243965682.89925689, 8382678.0921632005, 27
49.0, 23.0, 852184.0, 43.0, 89480195.0833634, 1748783.6953340832, 29
47.0, 15.0, 733320.0, 43.0, 52688419.732626215, 1580357.5750504304, 26
47.0, 15.0, 734160.0, 42.0, 210834107.77918684, 3331446.963037851, 25
45.0, 14.0, 870864.0, 43.0, 247089371.39682263, 454329.85173273267, 30
47.0, 16.0, 733280.0, 45.0, 246368140.96429217, 9077041.813083889, 25
46.0, 23.0, 733240.0, 43.0, 445590319.29727894, 1555213.3534883226, 27
45.0, 14.0, 733280.0, 46.0, 102613452.69036993, 3073773.51462874, 26
48.0, 14.0, 783456.0, 45.0, 715449735.0943213, 530798.7798543116, 26
48.0, 22.0, 781040.0, 43.0, 140053302.08455887, 586326.3108090368, 27
46.0, 13.0, 733280.0, 44.0, 313472001.13899994, 869733.9259222193, 27
49.0, 25.0, 787824.0, 44.0, 154437650.46978462, 1044306.0551891096, 25
48.0, 26.0, 733320.0, 44.0, 81293827.75171067, 2506051.809642339, 28
49.0, 21.0, 783928.0, 45.0, 39783950.333201386, 1501206.459239142, 28
47.0, 15.0, 733600.0, 44.0, 230002992.25417188, 2550540.0865215003, 28
46.0, 30.0, 733280.0, 44.0, 71891448.39066085, 9412075.673020035, 27
47.0, 14.0, 737176.0, 43.0, 75165199.75942063, 884671.1553837424, 27
46.0, 15.0, 733480.0, 43.0, 69094156.98914517, 784402.24289345, 29
49.0, 17.0, 696760.0, 43.0, 111189362.41493645, 1286293.0784018354, 26
47.0, 16.0, 733480.0, 45.0, 524496834.27294487, 507740.6629404319, 27
47.0, 22.0, 788864.0, 46.0, 186513290.48135322, 824244.3530353479, 27
48.0, 16.0, 783928.0, 46.0, 207156206.99108773, 4043209.1739265826, 26
49.0, 15.0, 734160.0, 45.0, 685039804.7829525, 605348.2937987606, 28
48.0, 15.0, 734160.0, 45.0, 187905894.03694254, 1305906.010917081, 28
47.0, 21.0, 733280.0, 45.0, 212591697.71626854, 1077761.2902910064, 25
50.0, 23.0, 733240.0, 42.0, 86679070.77918576, 7261080.518719195, 27
49.0, 16.0, 733280.0, 45.0, 60460721.192296535, 10559775.64993968, 28
47.0, 13.0, 784272.0, 46.0, 83002039.49215354, 2273862.2876340034, 26
49.0, 21.0, 839400.0, 43.0, 561805087.3424069, 2587402.153449904, 28
48.0, 20.0, 733640.0, 45.0, 113489872.95862913, 728802.4707213913, 28
47.0, 15.0, 840712.0, 43.0, 36382033.32419596, 588343.9313784228, 27
48.0, 17.0, 737000.0, 42.0, 318601312.14667773, 959567.6280481047, 25
46.0, 16.0, 845960.0, 44.0, 88973648.60471493, 6375098.754391527, 28
46.0, 19.0, 780904.0, 45.0, 280180056.30685866, 1339712.3338712926, 25
48.0, 20.0, 733240.0, 45.0, 67451110.50892872, 6900535.762823791, 28
46.0, 18.0, 734160.0, 45.0, 28030111.80642385, 705274.116305804, 25
48.0, 20.0, 747792.0, 45.0, 68762176.15835294, 1653495.0373116808, 29
47.0, 17.0, 733320.0, 45.0, 64979065.74116726, 874756.9596897658, 27
47.0, 23.0, 733280.0, 44.0, 138727008.3365186, 6009430.45197408, 26
48.0, 21.0, 700944.0, 45.0, 61292085.469139054, 764998.0361611393, 28
47.0, 17.0, 733240.0, 45.0, 188799995.47749493, 4612235.647552521, 27
48.0, 14.0, 733320.0, 42.0, 246330572.01173452, 811553.1856033792, 27
46.0, 22.0, 733280.0, 43.0, 31721276.922022022, 760463.3559987203, 27
47.0, 24.0, 841920.0, 45.0, 501930001.736001, 1359615.0124430847, 29
47.0, 23.0, 733240.0, 45.0, 108871523.95712626, 2011973.44143548, 28
47.0, 16.0, 738920.0, 45.0, 69847044.35847619, 1322382.77437478, 25
48.0, 15.0, 734520.0, 43.0, 461716787.0070674, 2319334.600003449, 27
47.0, 25.0, 696760.0, 45.0, 115712492.1771614, 1458371.6952901992, 28
46.0, 15.0, 784368.0, 44.0, 39513934.76211071, 402566.0435618262, 25
48.0, 17.0, 838440.0, 45.0, 68318310.65116853, 1311783.328699081, 27
47.0, 14.0, 733400.0, 43.0, 62009441.59419485, 1567827.8529754279, 26
47.0, 31.0, 785336.0, 43.0, 58317137.84624727, 736114.2714193666, 24
49.0, 27.0, 733240.0, 44.0, 60172937.04158162, 479836.3209644574, 28
49.0, 24.0, 836312.0, 45.0, 184229702.67611095, 1381944.951278021, 26
48.0, 14.0, 733240.0, 42.0, 300107500.61051553, 575110.3596261948, 27
49.0, 24.0, 733280.0, 43.0, 233245480.03185183, 735353.80426903, 30
46.0, 14.0, 783496.0, 44.0, 54487997.107278705, 2131823.9273543996, 25
48.0, 23.0, 733640.0, 44.0, 127816600.63200083, 1062360.965610849, 28
49.0, 16.0, 733240.0, 45.0, 124053994.46956463, 1077528.3477045267, 28
48.0, 25.0, 697120.0, 42.0, 71241363.25630623, 723647.3047169913, 25
48.0, 17.0, 735056.0, 43.0, 56768500.253974356, 899215.7080738054, 26
47.0, 16.0, 785648.0, 44.0, 713603021.2978895, 4486929.275752308, 28
47.0, 16.0, 733440.0, 44.0, 320398828.15315473, 492214.15792598214, 27
47.0, 17.0, 733280.0, 45.0, 67591114.96812172, 519820.8675745173, 27
47.0, 14.0, 733240.0, 44.0, 77235050.00649992, 7938126.844344226, 27
47.0, 14.0, 733240.0, 44.0, 55165104.796897404, 692598.7586150127, 26
47.0, 19.0, 737000.0, 44.0, 66170403.45967806, 926031.521470161, 27
47.0, 17.0, 780216.0, 43.0, 696341736.3964207, 445039.3038289726, 25
49.0, 23.0, 744136.0, 43.0, 61361873.28095546, 6829004.384269227, 28
48.0, 22.0, 733320.0, 44.0, 401155872.08299494, 704395.2062945041, 28
47.0, 15.0, 733680.0, 45.0, 36043942.326042935, 568966.9546003283, 25
46.0, 16.0, 787312.0, 44.0, 58928645.525106125, 607901.3996016784, 27
48.0, 15.0, 785984.0, 44.0, 49400064.29492759, 6091381.900740911, 27
47.0, 15.0, 737040.0, 45.0, 144014201.81001863, 3242259.1539380024, 27
48.0, 31.0, 733280.0, 42.0, 74208316.79285908, 1011541.7243763682, 26
